topw	w	count	topwlen	toplett	wlett	wlastlett	diffw
гражданско-правовой	граждаско-правовой	3	19	г	г	й	1
многоквартирных	многоквартирых	7	15	м	м	х	1
многоквартирных	многоквартирнх	2	15	м	м	х	1
многоквартирных	многоквартиных	20	15	м	м	х	1
многоквартирных	ногоквартирных	4	15	м	н	х	1
многоквартирных	многовартирных	1	15	м	м	х	1
многоквартирных	многoквартирных	1	15	м	м	х	1
многоквартирных	многовкартирных	1	15	м	м	х	1
технических	техических	2	11	т	т	х	1
технических	тхнических	1	11	т	т	х	1
технических	техниеских	2	11	т	т	х	1
технических	тeхнических	11	11	т	т	х	1
технических	техничееких	1	11	т	т	х	1
технических	техничесикх	2	11	т	т	х	1
технических	техниаческих	2	11	т	т	х	1
технических	техническиъх	2	11	т	т	х	1
безопасности	безопаcности	1	12	б	б	и	1
безопасности	безoпасности	1	12	б	б	и	1
анализатора	анaлизатора	2	11	а	а	а	1
анализатора	анализаторa	6	11	а	а	a	0
анализатора	анаализатора	1	11	а	а	а	1
комбинированного	комбнированного	1	16	к	к	о	1
комбинированного	комбинированнго	3	16	к	к	о	1
комбинированного	комбинированого	2	16	к	к	о	1
комбинированного	кoмбинированного	1	16	к	к	о	1
комбинированного	комбинирвоанного	2	16	к	к	о	1
комбинированного	компбинированного	1	16	к	к	о	1
комбинированного	комибинированного	1	16	к	к	о	1
программе	пограмме	2	9	п	п	е	1
программе	прграмме	1	9	п	п	е	1
программе	прогамме	1	9	п	п	е	1
программе	программe	1	9	п	п	e	0
торгов	оргов	4	6	т	о	в	1
торгов	торгв	2	6	т	т	в	1
торгов	тоогов	1	6	т	т	в	1
торгов	рорлов	2	6	т	р	в	1
торгов	торнгов	4	6	т	т	в	1
торгов	торговв	3	6	т	т	в	1
торгов	тонргов	1	6	т	т	в	1
торгов	тооргов	1	6	т	т	в	1
компьютерной	кoмпьютерной	2	12	к	к	й	1
устройство	устройствe	1	10	у	у	e	0
устройство	устройствo	1	10	у	у	o	0
устройство	устрoйство	1	10	у	у	о	1
использованием	испльзованием	2	14	и	и	м	1
использованием	использованем	1	14	и	и	м	1
использованием	иcпользованием	3	14	и	и	м	1
использованием	использoванием	1	14	и	и	м	1
использованием	использованимем	2	14	и	и	м	1
использованием	ис­пользованием	1	14	и	и	м	1
подрядных	пoдрядных	2	9	п	п	х	1
страхования	страхоания	1	11	с	с	я	1
страхования	страхованияю	2	11	с	с	ю	0
страхования	стра­хования	3	11	с	с	я	1
обслуживания	обслуживаниe	5	12	о	о	e	0
дворовых	дворoвых	1	8	д	д	х	1
котельной	кoтельной	4	9	к	к	й	1
квалификации	квалификациии	1	12	к	к	и	1
квалификации	квалификациит	1	12	к	к	т	0
эксплуатацию	экслуатацию	3	12	э	э	ю	1
эксплуатацию	экплуатацию	9	12	э	э	ю	1
эксплуатацию	экспуатацию	2	12	э	э	ю	1
эксплуатацию	эксплутацию	4	12	э	э	ю	1
эксплуатацию	эксплуaтацию	2	12	э	э	ю	1
эксплуатацию	экcплуатацию	2	12	э	э	ю	1
эксплуатацию	эксплуатациию	1	12	э	э	ю	1
эксплуатацию	эксплуатациюи	2	12	э	э	и	0
эксплуатацию	экусплуатацию	4	12	э	э	ю	1
эксплуатацию	эксплуатацуию	2	12	э	э	ю	1
эксплуатацию	вэксплуатацию	1	12	э	в	ю	1
проектно-сметной	проктно-сметной	1	16	п	п	й	1
проектно-сметной	проетно-сметной	4	16	п	п	й	1
проектно-сметной	проектно-сменой	1	16	п	п	й	1
проектно-сметной	проекто-сметной	12	16	п	п	й	1
проектно-сметной	пректно-сметной	29	16	п	п	й	1
проектно-сметной	проектно-сетной	1	16	п	п	й	1
проектно-сметной	проекно-сметной	6	16	п	п	й	1
проектно-сметной	поектно-сметной	2	16	п	п	й	1
проектно-сметной	проектно-смeтной	1	16	п	п	й	1
проектно-сметной	проектно-cметной	3	16	п	п	й	1
проектно-сметной	пооектно-сметной	1	16	п	п	й	1
проектно-сметной	проэктно-сметной	2	16	п	п	й	1
проектно-сметной	проектоно-сметной	2	16	п	п	й	1
проектно-сметной	проектно-сментной	1	16	п	п	й	1
спецификации	спецификаци	13	12	с	с	и	1
спецификации	спецфикации	2	12	с	с	и	1
спецификации	специфкации	11	12	с	с	и	1
спецификации	специфиации	1	12	с	с	и	1
спецификации	cпецификации	2	12	с	c	и	1
спецификации	спецификациия	3	12	с	с	я	0
спецификации	спецификациии	10	12	с	с	и	1
спецификации	сппецификации	1	12	с	с	и	1
спецификации	специификации	1	12	с	с	и	1
дизельного	дизельнго	1	10	д	д	о	1
дизельного	дизeльного	2	10	д	д	о	1
картриджей	каpтриджей	5	10	к	к	й	1
картриджей	кaртриджей	7	10	к	к	й	1
картриджей	картриджeй	1	10	к	к	й	1
освещения	освeщения	1	9	о	о	я	1
освещения	oсвещения	1	9	о	o	я	1
спортивного	спортвного	1	11	с	с	о	1
спортивного	спортивнго	1	11	с	с	о	1
спортивного	сортивного	2	11	с	с	о	1
спортивного	спoртивного	2	11	с	с	о	1
спортивного	cпортивного	2	11	с	c	о	1
спортивного	спортивногр	2	11	с	с	р	0
детская	десткая	4	7	д	д	я	1
детская	детскаая	2	7	д	д	я	1
информации	инфoрмации	2	10	и	и	и	1
строительству	строительсту	2	13	с	с	у	1
строительству	строителству	1	13	с	с	у	1
строительству	стоительству	1	13	с	с	у	1
строительству	строительств	15	13	с	с	в	0
строительству	cтроительству	2	13	с	c	у	1
регионального	регонального	2	13	р	р	о	1
регионального	региональого	2	13	р	р	о	1
контроля	кoнтроля	1	8	к	к	я	1
изделия	издeлия	1	7	и	и	я	1
поставки	поставкe	2	8	п	п	e	0
поставки	поставкf	15	8	п	п	f	0
поставки	поставкa	56	8	п	п	a	0
автотранспорта	автoтранспорта	2	14	а	а	а	1
ремонтных	ремонтых	9	9	р	р	х	1
ремонтных	ремотных	3	9	р	р	х	1
ремонтных	pемонтных	1	9	р	p	х	1
ремонтных	рeмонтных	4	9	р	р	х	1
ремонтных	ремонтныx	2	9	р	р	x	0
проектной	проeктной	1	9	п	п	й	1
проектной	прoектной	6	9	п	п	й	1
проведении	проведениe	1	10	п	п	e	0
проведении	проведениt	2	10	п	п	t	0
проведении	проведениии	2	10	п	п	и	1
сооружений	cооружений	2	10	с	c	й	1
канцелярских	канцелярcких	2	12	к	к	х	1
канцелярских	кaнцелярских	3	12	к	к	х	1
доступа	дoступа	2	7	д	д	а	1
извещение	ивещение	1	9	и	и	е	1
извещение	азмещение	10	9	и	а	е	1
скорой	скрой	7	6	с	с	й	1
скорой	cкорой	23	6	с	c	й	1
скорой	спорог	2	6	с	с	г	0
скорой	сскорой	1	6	с	с	й	1
скорой	скоорой	1	6	с	с	й	1
помещениях	пoмещениях	2	10	п	п	х	1
помещениях	помещeниях	1	10	п	п	х	1
помещениях	помещенияв	1	10	п	п	в	0
средствами	средтвами	2	10	с	с	и	1
средствами	стредствами	2	10	с	с	и	1
охраны	храны	1	6	о	х	ы	1
охраны	oхраны	2	6	о	o	ы	1
охраны	охараны	1	6	о	о	ы	1
«средняя	ясредняя	2	8	«	я	я	1
«средняя	псредняя	6	8	«	п	я	1
«средняя	дсредняя	2	8	«	д	я	1
«средняя	хсредняя	2	8	«	х	я	1
«средняя	ссредняя	32	8	«	с	я	1
«средняя	рсредняя	2	8	«	р	я	1
вывозу	вывoзу	1	6	в	в	у	1
вывозу	выврзу	1	6	в	в	у	1
прочих	прчих	2	6	п	п	х	1
прочих	ппрочих	1	6	п	п	х	1
проекта	прoекта	13	7	п	п	а	1
проекта	проектa	11	7	п	п	a	0
проекта	проeкта	1	7	п	п	а	1
участков	частков	1	8	у	ч	в	1
участков	учaстков	4	8	у	у	в	1
оказания	оказаниe	2	8	о	о	e	0
оказания	оказаания	1	8	о	о	я	1
строительстве	строительстов	1	13	с	с	в	0
сопровождению	соровождению	2	13	с	с	ю	1
сопровождению	сопрвождению	4	13	с	с	ю	1
сопровождению	сопровожению	1	13	с	с	ю	1
сопровождению	cопровождению	4	13	с	c	ю	1
данных	окнных	2	6	д	о	х	1
данных	данныхю	1	6	д	д	ю	0
благоустройству	благоустрoйству	2	15	б	б	у	1
благоустройству	благoустройству	4	15	б	б	у	1
благоустройству	блaгоустройству	2	15	б	б	у	1
благоустройству	благоуствойству	2	15	б	б	у	1
благоустройству	благоустройсству	1	15	б	б	у	1
благоустройству	благоустройствуи	2	15	б	б	и	0
свердловской	сврдловской	2	12	с	с	й	1
свердловской	свердлвской	1	12	с	с	й	1
свердловской	свердлoвской	1	12	с	с	й	1
свердловской	ссвердловской	2	12	с	с	й	1
оповещения	oповещения	1	10	о	o	я	1
оповещения	опoвещения	1	10	о	о	я	1
района»	районаа	1	7	р	р	а	0
вычислительной	вычиcлительной	3	14	в	в	й	1
белгородской	елгородской	3	12	б	е	й	1
объекте	объете	1	7	о	о	е	1
компьютерного	компьютеного	2	13	к	к	о	1
компьютерного	компютерного	1	13	к	к	о	1
компьютерного	компьтерного	11	13	к	к	о	1
компьютерного	кoмпьютерного	2	13	к	к	о	1
компьютерного	укомпьютерного	1	13	к	у	о	1
компьютерного	компьютернорго	1	13	к	к	о	1
компьютерного	комппьютерного	1	13	к	к	о	1
инженерных	инженерныx	3	10	и	и	x	0
вентиляции	вентилляции	2	10	в	в	и	1
группы	ггруппы	1	6	г	г	ы	1
обязательного	бязательного	1	13	о	б	о	1
обязательного	обязательнгого	1	13	о	о	о	1
общеобразовательной	общеобразовательнаа	1	19	о	о	а	0
общеобразовательной	общеобразователльной	1	19	о	о	й	1
содержание	содержани	2	10	с	с	и	0
содержание	содержние	6	10	с	с	е	1
содержание	содержаниt	2	10	с	с	t	0
содержание	содержaние	1	10	с	с	е	1
содержание	cодержание	66	10	с	c	е	1
содержание	соедержание	1	10	с	с	е	1
столовой	соловой	3	8	с	с	й	1
столовой	столвой	1	8	с	с	й	1
столовой	cтоловой	3	8	с	c	й	1
обмена	бмена	1	6	о	б	а	1
профессиональной	прфессиональной	2	16	п	п	й	1
профессиональной	професиональной	2	16	п	п	й	1
профессиональной	профессинальной	2	16	п	п	й	1
профессиональной	профессиоанльной	1	16	п	п	й	1
профессиональной	про­фессиональной	10	16	п	п	й	1
поликлиники	поликлиникe	25	11	п	п	e	0
поликлиники	пoликлиники	3	11	п	п	и	1
кабинета	кабинетoв	2	8	к	к	в	0
переселения	пеpеселения	2	11	п	п	я	1
гигиены	ггиены	1	7	г	г	ы	1
гигиены	гигены	1	7	г	г	ы	1
гигиены	гигиeны	5	7	г	г	ы	1
закона	закзаа	1	6	з	з	а	1
закона	оайона	2	6	з	о	а	1
местного	естного	2	8	м	е	о	1
товара	товарoв	4	6	т	т	в	0
инструментов	инcтрументов	2	12	и	и	в	1
району	раойну	6	6	р	р	у	1
эпидемиологии	эпидемологии	5	13	э	э	и	1
эпидемиологии	эпидемилогии	2	13	э	э	и	1
эпидемиологии	эпидемиолгии	3	13	э	э	и	1
эпидемиологии	ипидемиологии	1	13	э	и	и	1
эпидемиологии	эпиидемиологии	1	13	э	э	и	1
реабилитации	pеабилитации	9	12	р	p	и	1
реабилитации	реaбилитации	2	12	р	р	и	1
автотранспортных	авторанспортных	4	16	а	а	х	1
автотранспортных	автотранспотных	5	16	а	а	х	1
автотранспортных	автотранспорных	3	16	а	а	х	1
автотранспортных	автотраспортных	3	16	а	а	х	1
автотранспортных	автотранспортых	9	16	а	а	х	1
автотранспортных	автотрнспортных	2	16	а	а	х	1
автотранспортных	втотранспортных	2	16	а	в	х	1
автотранспортных	автотранспртных	2	16	а	а	х	1
автотранспортных	автотранспотрных	2	16	а	а	х	1
автотранспортных	автотрансопртных	1	16	а	а	х	1
автотранспортных	автотранстортных	1	16	а	а	х	1
автотранспортных	автортранспортных	2	16	а	а	х	1
средней	средей	1	7	с	с	й	1
средней	среднй	2	7	с	с	й	1
средней	среднeй	1	7	с	с	й	1
средней	среденй	1	7	с	с	й	1
средней	сcреднее	4	7	с	с	е	0
средней	соредней	3	7	с	с	й	1
заключение	закючение	3	10	з	з	е	1
заключение	заключеие	1	10	з	з	е	1
заключение	зaключение	5	10	з	з	е	1
заключение	заключениt	1	10	з	з	t	0
заключение	одключение	1	10	з	о	е	1
заключение	заключенияе	1	10	з	з	е	1
заключение	ззаключение	9	10	з	з	е	1
дорожного	дoрожного	1	9	д	д	о	1
муниципальное	муниципальногo	2	13	м	м	o	0
муниципальное	вмуниципальное	2	13	м	в	е	1
муниципальное	ммуниципальное	1	13	м	м	е	1
муниципальное	смуниципальное	1	13	м	с	е	1
красноярского	краснорского	1	13	к	к	о	1
эксплуатации	экспуатации	1	12	э	э	и	1
эксплуатации	эксплоатации	6	12	э	э	и	1
эксплуатации	эксплуатайии	1	12	э	э	и	1
эксплуатации	эксплуатациюи	2	12	э	э	и	1
эксплуатации	эксплуатациии	3	12	э	э	и	1
реконструкции	реконтструкции	2	13	р	р	и	1
определение	рпределение	1	11	о	р	е	1
определение	опеределение	2	11	о	о	е	1
станции	стации	16	7	с	с	и	1
станции	стнции	3	7	с	с	и	1
станции	станциии	1	7	с	с	и	1
специальности	специальнсти	2	13	с	с	и	1
специальности	специальноти	1	13	с	с	и	1
специальности	специaльности	1	13	с	с	и	1
отдыха	отыха	2	6	о	о	а	1
отдыха	одыха	2	6	о	о	а	1
отдыха	отды­ха	3	6	о	о	а	1
процессы	пpоцессы	2	8	п	п	ы	1
установки	установкe	4	9	у	у	e	0
установки	установкa	1	9	у	у	a	0
интернет	интерант	4	8	и	и	т	1
интернет	интеренет	1	8	и	и	т	1
интернет	интернеат	1	8	и	и	т	1
интернет	интернерт	1	8	и	и	т	1
комплектующих	комплектущих	3	13	к	к	х	1
комплектующих	комлектующих	6	13	к	к	х	1
комплектующих	компектующих	1	13	к	к	х	1
комплектующих	комплeктующих	4	13	к	к	х	1
комплектующих	kомплектующих	1	13	к	k	х	1
комплектующих	комлпектующих	1	13	к	к	х	1
профессиональному	профессинальному	1	17	п	п	у	1
профессиональному	профессиональнму	1	17	п	п	у	1
профессиональному	профессиональноу	1	17	п	п	у	1
профессиональному	професиональному	3	17	п	п	у	1
профессиональному	профессионльному	2	17	п	п	у	1
профессиональному	профессиоанльному	1	17	п	п	у	1
профессиональному	профессионнальному	2	17	п	п	у	1
профессиональному	профессииональному	1	17	п	п	у	1
государственное	осударственное	1	15	г	о	е	1
государственное	государсвенное	3	15	г	г	е	1
государственное	гоударственное	1	15	г	г	е	1
государственное	государственое	4	15	г	г	е	1
государственное	государственнго	17	15	г	г	о	0
государственное	государтсвенное	3	15	г	г	е	1
государственное	государственноле	1	15	г	г	е	1
государственное	государственнное	2	15	г	г	е	1
земельных	емельных	1	9	з	е	х	1
земельных	зeмельных	4	9	з	з	х	1
класса	клаcса	1	6	к	к	а	1
класса	классаб	2	6	к	к	б	0
класса	классаа	1	6	к	к	а	1
санкт-петербург	санкт-петрбург	5	15	с	с	г	1
санкт-петербург	санкт-петебург	1	15	с	с	г	1
санкт-петербург	cанкт-петербург	3	15	с	c	г	1
санкт-петербург	санки-петербург	2	15	с	с	г	1
санкт-петербург	санкти-петербург	2	15	с	с	г	1
санкт-петербург	санкет-петербург	1	15	с	с	г	1
аппаратов	аппаратoв	2	9	а	а	в	1
дополнительного	доплнительного	1	15	д	д	о	1
дополнительного	допонительного	3	15	д	д	о	1
дополнительного	дополни­тельного	1	15	д	д	о	1
дополнительного	долполнительного	1	15	д	д	о	1
проживающих	проживающиv	1	11	п	п	v	0
наборов	набoров	2	7	н	н	в	1
дезинфицирующих	дзинфицирующих	2	15	д	д	х	1
размещения	размещениe	10	10	р	р	e	0
челябинской	челябиской	2	11	ч	ч	й	1
челябинской	челябинсой	1	11	ч	ч	й	1
материалы	матeриалы	1	9	м	м	ы	1
устройств	устройст	2	9	у	у	т	0
административном	администативном	1	16	а	а	м	1
административном	администратином	2	16	а	а	м	1
административном	адмлинистративном	1	16	а	а	м	1
татарстан	татарcтан	2	9	т	т	н	1
татарстан	тататрстан	2	9	т	т	н	1
татарстан	татарсстан	1	9	т	т	н	1
хлебобулочных	хлебобулoчных	1	13	х	х	х	1
бензин	бнзин	3	6	б	б	н	1
бензин	безин	1	6	б	б	н	1
бензин	бенизн	1	6	б	б	н	1
бензин	бензоин	1	6	б	б	н	1
смоленской	смоленскка	1	10	с	с	а	0
смоленской	сомленской	2	10	с	с	й	1
муниципальной	муниципальногo	2	13	м	м	o	0
центрального	цетрального	2	12	ц	ц	о	1
центрального	централього	1	12	ц	ц	о	1
центрального	ценрального	3	12	ц	ц	о	1
центрального	цeнтрального	1	12	ц	ц	о	1
центрального	вентрального	1	12	ц	в	о	1
центрального	централиного	1	12	ц	ц	о	1
центрального	центрнального	1	12	ц	ц	о	1
центрального	пцентрального	2	12	ц	п	о	1
перевозке	первозке	1	9	п	п	е	1
перевозке	переозке	1	9	п	п	е	1
перевозке	перевозкe	1	9	п	п	e	0
перевозке	­перевозке	8	9	п	­	е	1
перевозке	преревозке	3	9	п	п	е	1
легкового	лекового	3	9	л	л	о	1
легкового	лекгового	2	9	л	л	о	1
молочные	мoлочные	1	8	м	м	е	1
молочные	молочныx	2	8	м	м	x	0
инфекционных	инфекционнных	1	12	и	и	х	1
пожаре	пoжаре	1	6	п	п	е	1
пожаре	пожаое	1	6	п	п	е	1
технической	техническоe	2	11	т	т	e	0
детской	дeтской	1	7	д	д	й	1
детской	детскoй	3	7	д	д	й	1
прочие	проче	1	6	п	п	е	1
заданием	заданиии	5	8	з	з	и	0
москве	мокве	1	6	м	м	е	1
москве	моске	3	6	м	м	е	1
москве	москвке	2	6	м	м	е	1
москве	вмоскве	1	6	м	в	е	1
общеразвивающего	общеразивающего	1	16	о	о	о	1
общеразвивающего	общеразвиающего	1	16	о	о	о	1
общеразвивающего	общразвивающего	1	16	о	о	о	1
общеразвивающего	обшеразвивающнго	1	16	о	о	о	1
общеразвивающего	общеразывивающего	1	16	о	о	о	1
бюджетном	бюджетнoм	2	9	б	б	м	1
ленинградской	лленинградской	2	13	л	л	й	1
комплекта	комплекcа	6	9	к	к	а	1
комплекта	комплектa	3	9	к	к	a	0
течение	течние	1	7	т	т	е	1
течение	течениt	2	7	т	т	t	0
ленина	леина	2	6	л	л	а	1
ленина	безина	1	6	л	б	а	1
энергии	энргии	2	7	э	э	и	1
энергии	энергиии	2	7	э	э	и	1
энергии	эненргии	1	7	э	э	и	1
оснащения	оснащeния	2	9	о	о	я	1
строительных	cтроительных	7	12	с	c	х	1
картам	катрам	2	6	к	к	м	1
бюджетное	юджетное	1	9	б	ю	е	1
диспансер	диспасер	4	9	д	д	р	1
диспансер	дтспансер	1	9	д	д	р	1
диспансер	диспенсор	1	9	д	д	р	1
диспансер	дисрпансер	2	9	д	д	р	1
диспансер	диспаснсер	3	9	д	д	р	1
диспансер	джиспансер	2	9	д	д	р	1
ограждения	огpаждения	2	10	о	о	я	1
ограждения	oграждения	1	10	о	o	я	1
рязанской	ряязанской	2	9	р	р	й	1
многоквартирного	многквартирного	1	16	м	м	о	1
многоквартирного	многовкартирного	1	16	м	м	о	1
сотрудников	сотрудиков	1	11	с	с	в	1
сотрудников	сотруднико	2	11	с	с	о	0
сотрудников	сотрудинков	2	11	с	с	в	1
определению	опрeделению	4	11	о	о	ю	1
площадки	плoщадки	3	8	п	п	и	1
детских	дeтских	1	7	д	д	х	1
предоставления	предоставлениe	1	14	п	п	e	0
адресам	адреам	1	7	а	а	м	1
адресам	аресам	1	7	а	а	м	1
адресам	адесам	2	7	а	а	м	1
мягкого	мягкго	1	7	м	м	о	1
управление	упраление	8	10	у	у	е	1
управление	упрвление	3	10	у	у	е	1
конструкций	конcтрукций	1	11	к	к	й	1
гражданам	гражданнам	1	9	г	г	м	1
фасада	фaсада	1	6	ф	ф	а	1
фасада	фвсаде	1	6	ф	ф	е	0
фасада	фассада	7	6	ф	ф	а	1
участие	частие	1	7	у	ч	е	1
участие	учстие	2	7	у	у	е	1
информационной	информационнной	4	14	и	и	й	1
собственности	собствености	2	13	с	с	и	1
собственности	соственности	1	13	с	с	и	1
собственности	собственнности	1	13	с	с	и	1
воронежской	воронежcкой	1	11	в	в	й	1
действия	дествия	1	8	д	д	я	1
действия	дейсвия	2	8	д	д	я	1
действия	дейтсвия	1	8	д	д	я	1
действия	дейсивия	1	8	д	д	я	1
волгоградской	вoлгоградской	1	13	в	в	й	1
комплексному	комплекснoму	2	12	к	к	у	1
комплексному	кoмплексному	2	12	к	к	у	1
диагностических	диагноcтических	1	15	д	д	х	1
ветеранов	ветeранов	1	9	в	в	в	1
мясной	мяcной	1	6	м	м	й	1
мясной	рясной	1	6	м	р	й	1
пункта	пунка	2	6	п	п	а	1
пункта	пунктa	2	6	п	п	a	0
пункта	рункта	1	6	п	р	а	1
пункта	пректа	1	6	п	п	а	1
первом	первогo	1	6	п	п	o	0
свежих	свещих	1	6	с	с	х	1
свежих	свекжих	2	6	с	с	х	1
образовательное	образоательное	1	15	о	о	е	1
образовательное	образовательнoе	1	15	о	о	е	1
вегетативную	вегеттивную	2	12	в	в	ю	1
выполнения	выполнениe	1	10	в	в	e	0
реконструкция	еконструкция	1	13	р	е	я	1
реконструкция	рекoнструкция	1	13	р	р	я	1
клинико-диагностической	клинико-диагнотической	2	23	к	к	й	1
клинико-диагностической	клинико-диагностичской	1	23	к	к	й	1
клинико-диагностической	клинико-диагостической	2	23	к	к	й	1
клинико-диагностической	клинико-диагностиеской	1	23	к	к	й	1
клинико-диагностической	клинико-диагностичекой	13	23	к	к	й	1
клинико-диагностической	клинко-диагностической	2	23	к	к	й	1
клинико-диагностической	клинико-диагностичесой	1	23	к	к	й	1
клинико-диагностической	клинико-дианостической	2	23	к	к	й	1
клинико-диагностической	клинико-диагноститческой	1	23	к	к	й	1
уличного	уличнoго	1	8	у	у	о	1
подрядчика	пoдрядчика	2	10	п	п	а	1
квартир	квaртир	1	7	к	к	р	1
краснодарского	kраснодарского	1	14	к	k	о	1
ставропольского	старопольского	2	15	с	с	о	1
ставропольского	cтавропольского	5	15	с	c	о	1
ставропольского	ставрополь­ского	1	15	с	с	о	1
ставропольского	ставропольсчкого	2	15	с	с	о	1
ставропольского	ставаропольского	1	15	с	с	о	1
дверей	двeрей	2	6	д	д	й	1
дверей	двеpей	2	6	д	д	й	1
мясных	мясны	2	6	м	м	ы	0
мясных	мяcных	2	6	м	м	х	1
мясных	нярных	1	6	м	н	х	1
мясных	имясных	1	6	м	и	х	1
мясных	мяснных	1	6	м	м	х	1
транспорта	траспорта	2	10	т	т	а	1
транспорта	транпорта	3	10	т	т	а	1
транспорта	транспортна	1	10	т	т	а	1
среднего	реднего	1	8	с	р	о	1
образовательном	образовательнм	1	15	о	о	м	1
образовательном	обрзовательном	1	15	о	о	м	1
образовательном	обазовательном	1	15	о	о	м	1
образовательном	образовательнoм	2	15	о	о	м	1
образовательном	обрсзовательном	1	15	о	о	м	1
специальных	cпециальных	3	11	с	c	х	1
таможни	таможн	1	7	т	т	н	0
одежды	одежы	2	6	о	о	ы	1
одежды	oдежды	3	6	о	o	ы	1
одежды	оджеды	1	6	о	о	ы	1
молочная	mолочная	2	8	м	m	я	1
металлических	металличеких	1	13	м	м	х	1
металлических	металлическиx	2	13	м	м	x	0
металлических	гметаллических	2	13	м	г	х	1
комплекс	комлекс	3	8	к	к	с	1
комплекс	кoмплекс	1	8	к	к	с	1
комплекс	комплекc	1	8	к	к	c	0
комплекс	комплекст	1	8	к	к	т	0
ликвидации	ликвидaции	3	10	л	л	и	1
система	ситема	2	7	с	с	а	1
система	cистема	17	7	с	c	а	1
система	систeма	1	7	с	с	а	1
система	системa	1	7	с	с	a	0
система	сиситема	1	7	с	с	а	1
строительно-монтажных	строително-монтажных	1	21	с	с	х	1
строительно-монтажных	стоительно-монтажных	3	21	с	с	х	1
строительно-монтажных	cтроительно-монтажных	3	21	с	c	х	1
строительно-монтажных	строительно-монтажныx	1	21	с	с	x	0
строительно-монтажных	тсроительно-монтажных	2	21	с	т	х	1
строительно-монтажных	строительно-монтажным	17	21	с	с	м	0
строительно-монтажных	строительно-монтажный	2	21	с	с	й	0
строительно-монтажных	стороительно-монтажных	2	21	с	с	х	1
омской	омскoй	1	6	о	о	й	1
омской	жеской	1	6	о	ж	й	1
влияющие	вляющие	2	8	в	в	е	1
влияющие	влиющие	1	8	в	в	е	1
влияющие	влиящие	1	8	в	в	е	1
влияющие	влияющиет	4	8	в	в	т	0
автоматизированной	атоматизированной	6	18	а	а	й	1
автоматизированной	автоматизированой	1	18	а	а	й	1
автоматизированной	автоматизирванной	3	18	а	а	й	1
автоматизированной	автоматизированнй	1	18	а	а	й	1
автоматизированной	aвтоматизированной	1	18	а	a	й	1
автоматизированной	аавтоматизированной	2	18	а	а	й	1
кабинетов	кабинетoв	2	9	к	к	в	1
регистрации	pегистрации	1	11	р	p	и	1
ульяновской	ульяновкой	5	11	у	у	й	1
ульяновской	уляьновской	1	11	у	у	й	1
поставке	поставкe	2	8	п	п	e	0
поставке	поставкf	15	8	п	п	f	0
поставке	поставкa	56	8	п	п	a	0
комплектов	кoмплектов	1	10	к	к	в	1
комплектов	копллектов	1	10	к	к	в	1
проездов	пpоездов	1	8	п	п	в	1
лекарственные	лекарственнные	2	13	л	л	е	1
лекарственные	лекапрственные	1	13	л	л	е	1
лекарственные	глекарственные	1	13	л	г	е	1
технологического	тeхнологического	3	16	т	т	о	1
мероприятия	меропрятия	2	11	м	м	я	1
мероприятия	мерприятия	2	11	м	м	я	1
мероприятия	ероприятия	1	11	м	е	я	1
мероприятия	меропиятия	1	11	м	м	я	1
мероприятия	мeроприятия	1	11	м	м	я	1
мероприятия	меpоприятия	1	11	м	м	я	1
мероприятия	мерoприятия	2	11	м	м	я	1
мероприятия	мерjприятия	1	11	м	м	я	1
мероприятия	меропритятия	6	11	м	м	я	1
стоматологических	соматологических	5	17	с	с	х	1
стоматологических	стоматолгических	1	17	с	с	х	1
стоматологических	стоматологичеких	6	17	с	с	х	1
стоматологических	стoматологических	2	17	с	с	х	1
стоматологических	стомоталогических	2	17	с	с	х	1
стоматологических	стоматологиче­ских	6	17	с	с	х	1
самара	самарт	2	6	с	с	т	0
чувствительные	чувсвительные	1	14	ч	ч	е	1
чувствительные	чувстительные	2	14	ч	ч	е	1
чувствительные	чувтвительные	2	14	ч	ч	е	1
чувствительные	чуствительные	13	14	ч	ч	е	1
чувствительные	чувстыительные	1	14	ч	ч	е	1
чувствительные	чувстсительные	2	14	ч	ч	е	1
чувствительные	чувствиетельные	2	14	ч	ч	е	1
функций	фyнкций	1	7	ф	ф	й	1
функций	функкций	2	7	ф	ф	й	1
воспитанников	воcпитанников	1	13	в	в	в	1
спортивных	спортвных	1	10	с	с	х	1
спортивных	спoртивных	2	10	с	с	х	1
спортивных	cпортивных	1	10	с	c	х	1
спортивных	спортиавных	1	10	с	с	х	1
медицинский	медицнский	1	11	м	м	й	1
медицинский	медицинскй	2	11	м	м	й	1
медицинский	mедицинский	1	11	м	m	й	1
медицинский	медицинскго	4	11	м	м	о	0
оборудование	обоудование	1	12	о	о	е	1
оборудование	обрудование	7	12	о	о	е	1
оборудование	oборудование	1	12	о	o	е	1
«центральная	яцентральная	8	12	«	я	я	1
генерального	генeрального	2	12	г	г	о	1
хранения	храненияи	2	8	х	х	и	0
созданию	cозданию	1	8	с	c	ю	1
созданию	сoзданию	1	8	с	с	ю	1
районного	районого	9	9	р	р	о	1
районного	районнного	1	9	р	р	о	1
округе	окуге	1	6	о	о	е	1
субъектами	субъеками	6	10	с	с	и	1
субъектами	cубъектами	3	10	с	c	и	1
субъектами	суьъектами	1	10	с	с	и	1
субъектами	субъектамим	1	10	с	с	м	0
субъектами	гсубъектами	2	10	с	г	и	1
